Transaction_ID,Order_ID,Order_Date,Delivery_Date,Month,Quarter,Distributor_Name,Distributor_Location,Retailer_ID,Retailer_Name,Retailer_Area,Retailer_Type,Request_Channel,Section,SKU_Code,Product_Name,Consumer_Demand_Reason,Qty_Requested,Qty_Supplied,Unit_Dist_Price_INR,MRP_per_Unit_INR,Gross_Amount_INR,Discount_Percent,Discount_Amount_INR,Net_Amount_INR,GST_Percent,GST_Amount_INR,Invoice_Amount_INR,Order_Status,Payment_Mode,Payment_Status,Remarks
TXN-CP-0226,ORD-2024-0086,21-03-2024,23-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R16,Kalyan Stores,"Sonamura, Sipahijala",General Store,Written Order Form,Inner Wear - Men,JK-IWM-003,Trunk - Regular,Daily wear essential,74,74,126,180,9324,3,279.72,9044.28,12,1085.31,10129.59,Fulfilled,Cheque,Paid,
TXN-CP-0227,ORD-2024-0088,21-03-2024,22-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R13,Barman Garments,"Belonia, South Tripura",General Store,WhatsApp Message,Outer Wear - Men,JK-OWM-019,Track Pants,Athleisure & home wear trend,13,13,420,600,5460,5,273.0,5187.0,12,622.44,5809.44,Fulfilled,Cheque,Paid,
TXN-CP-0228,ORD-2024-0088,21-03-2024,23-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R13,Barman Garments,"Belonia, South Tripura",General Store,WhatsApp Message,Essentials,JK-ESS-034,Full Length Socks (Pk 3),Winter & formal occasion,90,90,105,150,9450,8,756.0,8694.0,12,1043.28,9737.28,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0229,ORD-2024-0088,21-03-2024,24-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R13,Barman Garments,"Belonia, South Tripura",General Store,WhatsApp Message,Essentials,JK-ESS-037,Cotton Face Mask (Pk 3),Health & hygiene awareness,26,26,63,90,1638,0,0.0,1638.0,12,196.56,1834.56,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0230,ORD-2024-0088,21-03-2024,26-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R13,Barman Garments,"Belonia, South Tripura",General Store,WhatsApp Message,Inner Wear - Men,JK-IWM-004,Trunk - Premium,Consumer upgrade preference,39,39,182,260,7098,3,212.94,6885.06,12,826.21,7711.27,Fulfilled,Cheque,Paid,
TXN-CP-0231,ORD-2024-0078,22-03-2024,27-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Outer Wear - Women,JK-OWW-024,Sports Leggings,Women fitness & yoga trend,47,47,455,650,21385,10,2138.5,19246.5,12,2309.58,21556.08,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0232,ORD-2024-0078,22-03-2024,25-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Kids Section,JK-KDS-028,Kids Panty - Girls,School season - parent bulk buy,17,17,70,100,1190,0,0.0,1190.0,12,142.8,1332.8,Fulfilled,Cash on Delivery,Partially Paid,
TXN-CP-0233,ORD-2024-0078,22-03-2024,27-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Essentials,JK-ESS-035,Sports Socks (Pack of 3),Sports & fitness demand,44,44,126,180,5544,10,554.4,4989.6,12,598.75,5588.35,Fulfilled,Cheque,Paid,
TXN-CP-0234,ORD-2024-0092,22-03-2024,27-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Written Order Form,Outer Wear - Women,JK-OWW-023,Leggings - Regular,Daily wear & fitness use,46,46,315,450,14490,5,724.5,13765.5,12,1651.86,15417.36,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0235,ORD-2024-0092,22-03-2024,24-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Written Order Form,Kids Section,JK-KDS-031,Kids Track Pants,School sports & home wear,15,15,245,350,3675,0,0.0,3675.0,12,441.0,4116.0,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0236,ORD-2024-0092,22-03-2024,26-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Written Order Form,Kids Section,JK-KDS-029,Kids Vest,Daily wear essential,76,76,63,90,4788,0,0.0,4788.0,12,574.56,5362.56,Fulfilled,Cheque,Paid,
TXN-CP-0237,ORD-2024-0071,24-03-2024,26-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Inner Wear - Women,JK-IWW-011,Bra - Sports,Women fitness & yoga trend,51,51,245,350,12495,8,999.6,11495.4,12,1379.45,12874.85,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0238,ORD-2024-0073,25-03-2024,30-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R09,Nath Stores,"Kailashahar, Unakoti",General Store,Written Order Form,Outer Wear - Women,JK-OWW-023,Leggings - Regular,Daily wear & fitness use,32,32,315,450,10080,5,504.0,9576.0,12,1149.12,10725.12,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0239,ORD-2024-0073,25-03-2024,29-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R09,Nath Stores,"Kailashahar, Unakoti",General Store,Written Order Form,Outer Wear - Men,JK-OWM-016,T-Shirt - Round Neck,Casual daily wear - high demand,75,75,245,350,18375,8,1470.0,16905.0,12,2028.6,18933.6,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0240,ORD-2024-0079,25-03-2024,30-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R08,Paul Garments,"Dharmanagar, North Tripura",General Store,Phone Call,Essentials,JK-ESS-036,Handkerchief (Pack of 5),Daily essential - steady demand,27,27,70,100,1890,0,0.0,1890.0,12,226.8,2116.8,Fulfilled,Cheque,Paid,
TXN-CP-0241,ORD-2024-0079,25-03-2024,29-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R08,Paul Garments,"Dharmanagar, North Tripura",General Store,Phone Call,Inner Wear - Women,JK-IWW-014,Camisole - Regular,Daily layering - humid climate,29,29,175,250,5075,3,152.25,4922.75,12,590.73,5513.48,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0242,ORD-2024-0079,25-03-2024,26-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R08,Paul Garments,"Dharmanagar, North Tripura",General Store,Phone Call,Outer Wear - Men,JK-OWM-019,Track Pants,Athleisure & home wear trend,10,10,420,600,4200,10,420.0,3780.0,12,453.6,4233.6,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0243,ORD-2024-0079,25-03-2024,30-03-2024,March,Q1,Chirag Paul,"Agartala, Tripura",R08,Paul Garments,"Dharmanagar, North Tripura",General Store,Phone Call,Inner Wear - Men,JK-IWM-009,Thermal Trouser,Winter season - hill area demand,73,73,350,500,25550,0,0.0,25550.0,12,3066.0,28616.0,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0244,ORD-2024-0101,01-04-2024,05-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Essentials,JK-ESS-037,Cotton Face Mask (Pk 3),Health & hygiene awareness,70,70,63,90,4410,0,0.0,4410.0,12,529.2,4939.2,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0245,ORD-2024-0101,01-04-2024,05-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Inner Wear - Women,JK-IWW-015,Thermal Set - Women,Winter season demand,33,33,525,750,17325,10,1732.5,15592.5,12,1871.1,17463.6,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0246,ORD-2024-0101,01-04-2024,05-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Essentials,JK-ESS-036,Handkerchief (Pack of 5),Daily essential - steady demand,33,33,70,100,2310,0,0.0,2310.0,12,277.2,2587.2,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0247,ORD-2024-0101,01-04-2024,04-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Phone Call,Essentials,JK-ESS-035,Sports Socks (Pack of 3),Sports & fitness demand,60,60,126,180,7560,3,226.8,7333.2,12,879.98,8213.18,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0248,ORD-2024-0116,01-04-2024,05-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R15,Lodh Fashion,"Bishalgarh, Sipahijala",Fashion Store,WhatsApp Message,Outer Wear - Women,JK-OWW-023,Leggings - Regular,Daily wear & fitness use,34,34,315,450,10710,5,535.5,10174.5,12,1220.94,11395.44,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0249,ORD-2024-0116,01-04-2024,02-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R15,Lodh Fashion,"Bishalgarh, Sipahijala",Fashion Store,WhatsApp Message,Essentials,JK-ESS-034,Full Length Socks (Pk 3),Winter & formal occasion,81,81,105,150,8505,3,255.15,8249.85,12,989.98,9239.83,Fulfilled,Cheque,Paid,
TXN-CP-0250,ORD-2024-0116,01-04-2024,02-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R15,Lodh Fashion,"Bishalgarh, Sipahijala",Fashion Store,WhatsApp Message,Kids Section,JK-KDS-027,Kids Brief - Boys,School season - parent bulk buy,24,24,70,100,1680,10,168.0,1512.0,12,181.44,1693.44,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0251,ORD-2024-0116,01-04-2024,03-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R15,Lodh Fashion,"Bishalgarh, Sipahijala",Fashion Store,WhatsApp Message,Inner Wear - Men,JK-IWM-003,Trunk - Regular,Daily wear essential,74,74,126,180,9324,8,745.92,8578.08,12,1029.37,9607.45,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0252,ORD-2024-0108,02-04-2024,03-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Outer Wear - Men,JK-OWM-018,Polo T-Shirt,Office & semi-formal demand,85,85,385,550,32725,0,0.0,32725.0,12,3927.0,36652.0,Fulfilled,Cheque,Paid,
TXN-CP-0253,ORD-2024-0108,02-04-2024,06-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Outer Wear - Women,JK-OWW-026,Sports Shorts - Women,Summer season demand,48,48,266,380,12768,0,0.0,12768.0,12,1532.16,14300.16,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0254,ORD-2024-0108,02-04-2024,07-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Kids Section,JK-KDS-031,Kids Track Pants,School sports & home wear,35,35,245,350,8575,0,0.0,8575.0,12,1029.0,9604.0,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0255,ORD-2024-0108,02-04-2024,06-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Inner Wear - Women,JK-IWW-012,Panty - Regular,Daily wear essential - high volume,25,25,84,120,2100,0,0.0,2100.0,12,252.0,2352.0,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0256,ORD-2024-0099,03-04-2024,07-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Phone Call,Inner Wear - Men,JK-IWM-005,Boxer Short,Youth & young adult demand,91,91,210,300,19110,5,955.5,18154.5,12,2178.54,20333.04,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0257,ORD-2024-0119,04-04-2024,05-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Email,Kids Section,JK-KDS-028,Kids Panty - Girls,School season - parent bulk buy,21,21,70,100,1470,10,147.0,1323.0,12,158.76,1481.76,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0258,ORD-2024-0106,05-04-2024,09-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R12,Biswas Collections,"Khowai, Khowai",General Store,Phone Call,Inner Wear - Women,JK-IWW-012,Panty - Regular,Daily wear essential - high volume,30,30,84,120,2520,5,126.0,2394.0,12,287.28,2681.28,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0259,ORD-2024-0106,05-04-2024,07-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R12,Biswas Collections,"Khowai, Khowai",General Store,Phone Call,Inner Wear - Men,JK-IWM-006,Vest - Regular,Daily wear essential - high volume,79,79,98,140,7742,0,0.0,7742.0,12,929.04,8671.04,Fulfilled,Cheque,Paid,
TXN-CP-0260,ORD-2024-0121,05-04-2024,10-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R04,Bhowmik Retail,"Agartala, West Tripura",Wholesale Retail,In-Person Visit,Essentials,JK-ESS-035,Sports Socks (Pack of 3),Sports & fitness demand,132,132,126,180,16632,10,1663.2,14968.8,12,1796.26,16765.06,Fulfilled,Cheque,Paid,
TXN-CP-0261,ORD-2024-0121,05-04-2024,07-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R04,Bhowmik Retail,"Agartala, West Tripura",Wholesale Retail,In-Person Visit,Essentials,JK-ESS-037,Cotton Face Mask (Pk 3),Health & hygiene awareness,89,89,63,90,5607,0,0.0,5607.0,12,672.84,6279.84,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0262,ORD-2024-0123,05-04-2024,07-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R02,Das Textiles,"Agartala, West Tripura",Fashion Store,WhatsApp Message,Outer Wear - Men,JK-OWM-017,T-Shirt - V Neck,Casual daily wear,74,74,266,380,19684,5,984.2,18699.8,12,2243.98,20943.78,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0263,ORD-2024-0123,05-04-2024,09-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R02,Das Textiles,"Agartala, West Tripura",Fashion Store,WhatsApp Message,Inner Wear - Women,JK-IWW-011,Bra - Sports,Women fitness & yoga trend,20,20,245,350,4900,0,0.0,4900.0,12,588.0,5488.0,Fulfilled,Cheque,Paid,
TXN-CP-0264,ORD-2024-0123,05-04-2024,06-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R02,Das Textiles,"Agartala, West Tripura",Fashion Store,WhatsApp Message,Kids Section,JK-KDS-027,Kids Brief - Boys,School season - parent bulk buy,88,88,70,100,6160,0,0.0,6160.0,12,739.2,6899.2,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0265,ORD-2024-0105,07-04-2024,09-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R13,Barman Garments,"Belonia, South Tripura",General Store,Email,Kids Section,JK-KDS-030,Kids T-Shirt,Back-to-school & festive buying,43,43,154,220,6622,0,0.0,6622.0,12,794.64,7416.64,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0266,ORD-2024-0105,07-04-2024,10-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R13,Barman Garments,"Belonia, South Tripura",General Store,Email,Inner Wear - Men,JK-IWM-006,Vest - Regular,Daily wear essential - high volume,28,28,98,140,2744,0,0.0,2744.0,12,329.28,3073.28,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0267,ORD-2024-0114,08-04-2024,10-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R10,Tripura Mart,"Kailashahar, Unakoti",Multi-brand Outlet,Phone Call,Inner Wear - Men,JK-IWM-008,Thermal Vest,Winter season - hill area demand,68,68,315,450,21420,0,0.0,21420.0,12,2570.4,23990.4,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0268,ORD-2024-0102,09-04-2024,13-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R17,Jamatia Traders,"Longtharai Valley, Dhalai",Wholesale Retail,In-Person Visit,Inner Wear - Women,JK-IWW-011,Bra - Sports,Women fitness & yoga trend,102,102,245,350,24990,3,749.7,24240.3,12,2908.84,27149.14,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0269,ORD-2024-0102,09-04-2024,13-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R17,Jamatia Traders,"Longtharai Valley, Dhalai",Wholesale Retail,In-Person Visit,Inner Wear - Men,JK-IWM-008,Thermal Vest,Winter season - hill area demand,75,75,315,450,23625,0,0.0,23625.0,12,2835.0,26460.0,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0270,ORD-2024-0102,09-04-2024,13-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R17,Jamatia Traders,"Longtharai Valley, Dhalai",Wholesale Retail,In-Person Visit,Inner Wear - Men,JK-IWM-009,Thermal Trouser,Winter season - hill area demand,94,94,350,500,32900,0,0.0,32900.0,12,3948.0,36848.0,Fulfilled,Cheque,Paid,
TXN-CP-0271,ORD-2024-0103,10-04-2024,12-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Email,Inner Wear - Women,JK-IWW-015,Thermal Set - Women,Winter season demand,64,64,525,750,33600,0,0.0,33600.0,12,4032.0,37632.0,Fulfilled,Cheque,Paid,
TXN-CP-0272,ORD-2024-0103,10-04-2024,15-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R14,Reang Retail,"Sabroom, South Tripura",General Store,Email,Inner Wear - Women,JK-IWW-013,Panty - Hipster,Youth fashion demand,29,29,126,180,3654,0,0.0,3654.0,12,438.48,4092.48,Fulfilled,Cheque,Paid,
TXN-CP-0273,ORD-2024-0115,10-04-2024,11-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R01,Debbarma Garments,"Agartala, West Tripura",General Store,Written Order Form,Outer Wear - Women,JK-OWW-022,T-Shirt - Women,Casual wear - growing demand,19,19,266,380,5054,0,0.0,5054.0,12,606.48,5660.48,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0274,ORD-2024-0115,10-04-2024,12-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R01,Debbarma Garments,"Agartala, West Tripura",General Store,Written Order Form,Essentials,JK-ESS-033,Ankle Socks (Pack of 3),Daily wear - impulse purchase,49,49,84,120,4116,3,123.48,3992.52,12,479.1,4471.62,Fulfilled,Credit - 15 Days,Partially Paid,
TXN-CP-0275,ORD-2024-0115,10-04-2024,11-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R01,Debbarma Garments,"Agartala, West Tripura",General Store,Written Order Form,Outer Wear - Women,JK-OWW-024,Sports Leggings,Women fitness & yoga trend,73,73,455,650,33215,0,0.0,33215.0,12,3985.8,37200.8,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0276,ORD-2024-0120,10-04-2024,11-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R10,Tripura Mart,"Kailashahar, Unakoti",Multi-brand Outlet,Email,Outer Wear - Women,JK-OWW-023,Leggings - Regular,Daily wear & fitness use,84,84,315,450,26460,0,0.0,26460.0,12,3175.2,29635.2,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0277,ORD-2024-0120,10-04-2024,13-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R10,Tripura Mart,"Kailashahar, Unakoti",Multi-brand Outlet,Email,Inner Wear - Women,JK-IWW-011,Bra - Sports,Women fitness & yoga trend,27,27,245,350,6615,5,330.75,6284.25,12,754.11,7038.36,Fulfilled,UPI / NEFT,Due (Pending),
TXN-CP-0278,ORD-2024-0120,10-04-2024,13-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R10,Tripura Mart,"Kailashahar, Unakoti",Multi-brand Outlet,Email,Inner Wear - Men,JK-IWM-006,Vest - Regular,Daily wear essential - high volume,97,97,98,140,9506,3,285.18,9220.82,12,1106.5,10327.32,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0279,ORD-2024-0124,10-04-2024,12-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R17,Jamatia Traders,"Longtharai Valley, Dhalai",Wholesale Retail,Phone Call,Essentials,JK-ESS-037,Cotton Face Mask (Pk 3),Health & hygiene awareness,124,124,63,90,7812,5,390.6,7421.4,12,890.57,8311.97,Fulfilled,Credit - 15 Days,Paid,
TXN-CP-0280,ORD-2024-0124,10-04-2024,14-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R17,Jamatia Traders,"Longtharai Valley, Dhalai",Wholesale Retail,Phone Call,Inner Wear - Women,JK-IWW-013,Panty - Hipster,Youth fashion demand,99,99,126,180,12474,3,374.22,12099.78,12,1451.97,13551.75,Fulfilled,Cheque,Paid,
TXN-CP-0281,ORD-2024-0104,11-04-2024,13-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Inner Wear - Women,JK-IWW-011,Bra - Sports,Women fitness & yoga trend,45,45,245,350,11025,5,551.25,10473.75,12,1256.85,11730.6,Fulfilled,Cheque,Paid,
TXN-CP-0282,ORD-2024-0104,11-04-2024,15-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Inner Wear - Women,JK-IWW-013,Panty - Hipster,Youth fashion demand,92,92,126,180,11592,10,1159.2,10432.8,12,1251.94,11684.74,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0283,ORD-2024-0122,12-04-2024,15-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R09,Nath Stores,"Kailashahar, Unakoti",General Store,Email,Essentials,JK-ESS-037,Cotton Face Mask (Pk 3),Health & hygiene awareness,21,21,63,90,1323,10,132.3,1190.7,12,142.88,1333.58,Fulfilled,Cheque,Paid,
TXN-CP-0284,ORD-2024-0122,12-04-2024,15-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R09,Nath Stores,"Kailashahar, Unakoti",General Store,Email,Inner Wear - Women,JK-IWW-010,Bra - Everyday Basic,Daily wear essential,66,66,140,200,9240,5,462.0,8778.0,12,1053.36,9831.36,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0285,ORD-2024-0094,14-04-2024,19-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R10,Tripura Mart,"Kailashahar, Unakoti",Multi-brand Outlet,In-Person Visit,Kids Section,JK-KDS-029,Kids Vest,Daily wear essential,31,31,63,90,1953,0,0.0,1953.0,12,234.36,2187.36,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0286,ORD-2024-0094,14-04-2024,16-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R10,Tripura Mart,"Kailashahar, Unakoti",Multi-brand Outlet,In-Person Visit,Essentials,JK-ESS-037,Cotton Face Mask (Pk 3),Health & hygiene awareness,29,29,63,90,1827,10,182.7,1644.3,12,197.32,1841.62,Fulfilled,Cheque,Paid,
TXN-CP-0287,ORD-2024-0094,14-04-2024,18-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R10,Tripura Mart,"Kailashahar, Unakoti",Multi-brand Outlet,In-Person Visit,Kids Section,JK-KDS-030,Kids T-Shirt,Back-to-school & festive buying,19,19,154,220,2926,0,0.0,2926.0,12,351.12,3277.12,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0288,ORD-2024-0100,15-04-2024,17-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R12,Biswas Collections,"Khowai, Khowai",General Store,In-Person Visit,Inner Wear - Women,JK-IWW-010,Bra - Everyday Basic,Daily wear essential,96,96,140,200,13440,8,1075.2,12364.8,12,1483.78,13848.58,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0289,ORD-2024-0100,15-04-2024,17-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R12,Biswas Collections,"Khowai, Khowai",General Store,In-Person Visit,Outer Wear - Men,JK-OWM-018,Polo T-Shirt,Office & semi-formal demand,13,13,385,550,5005,8,400.4,4604.6,12,552.55,5157.15,Fulfilled,UPI / NEFT,Due (Pending),
TXN-CP-0290,ORD-2024-0100,15-04-2024,19-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R12,Biswas Collections,"Khowai, Khowai",General Store,In-Person Visit,Essentials,JK-ESS-034,Full Length Socks (Pk 3),Winter & formal occasion,13,13,105,150,1365,8,109.2,1255.8,12,150.7,1406.5,Fulfilled,Credit - 15 Days,Due (Pending),
TXN-CP-0291,ORD-2024-0100,15-04-2024,19-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R12,Biswas Collections,"Khowai, Khowai",General Store,In-Person Visit,Inner Wear - Men,JK-IWM-009,Thermal Trouser,Winter season - hill area demand,87,87,350,500,30450,0,0.0,30450.0,12,3654.0,34104.0,Fulfilled,Cheque,Paid,
TXN-CP-0292,ORD-2024-0107,15-04-2024,19-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R11,Majumdar Textiles,"Ambassa, Khowai",Textile Shop,Email,Inner Wear - Men,JK-IWM-008,Thermal Vest,Winter season - hill area demand,90,90,315,450,28350,10,2835.0,25515.0,12,3061.8,28576.8,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0293,ORD-2024-0107,15-04-2024,19-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R11,Majumdar Textiles,"Ambassa, Khowai",Textile Shop,Email,Inner Wear - Women,JK-IWW-014,Camisole - Regular,Daily layering - humid climate,40,40,175,250,7000,3,210.0,6790.0,12,814.8,7604.8,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0294,ORD-2024-0107,15-04-2024,17-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R11,Majumdar Textiles,"Ambassa, Khowai",Textile Shop,Email,Inner Wear - Men,JK-IWM-007,Vest - Premium Cotton,Premium comfort seekers,45,45,140,200,6300,8,504.0,5796.0,12,695.52,6491.52,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0295,ORD-2024-0113,16-04-2024,17-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R13,Barman Garments,"Belonia, South Tripura",General Store,In-Person Visit,Kids Section,JK-KDS-031,Kids Track Pants,School sports & home wear,56,56,245,350,13720,0,0.0,13720.0,12,1646.4,15366.4,Fulfilled,Cash on Delivery,Paid,
TXN-CP-0296,ORD-2024-0112,20-04-2024,22-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Kids Section,JK-KDS-031,Kids Track Pants,School sports & home wear,62,62,245,350,15190,3,455.7,14734.3,12,1768.12,16502.42,Fulfilled,Credit - 30 Days,Paid,
TXN-CP-0297,ORD-2024-0112,20-04-2024,24-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Inner Wear - Women,JK-IWW-015,Thermal Set - Women,Winter season demand,76,76,525,750,39900,3,1197.0,38703.0,12,4644.36,43347.36,Fulfilled,UPI / NEFT,Paid,
TXN-CP-0298,ORD-2024-0112,20-04-2024,25-04-2024,April,Q2,Chirag Paul,"Agartala, Tripura",R06,Dey Traders,"Udaipur, Gomati",Textile Shop,Email,Outer Wear - Men,JK-OWM-019,Track Pants,Athleisure & home wear trend,94,94,420,600,39480,10,3948.0,35532.0,12,4263.84,39795.84,Fulfilled,Credit - 30 Days,Paid,
